index;name;artist;release_date;length;popularity;danceability;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;speechiness;tempo;time_signature;valence
668;Clint Eastwood;Gorillaz;2001;5.682;70;663;0.0249;663;694;0;10;0.0698;-8.627;172;167.964;4;524
669;One of These Nights - 2013 Remaster;Eagles;1975;4.861416667;70;655;0.0603;655;606;0.0789;7;0.0757;-10.385;0.0285;110.061;4;765
670;I'm Waiting For The Man;The Velvet Underground;1967;4.658666667;59;679;32;679;645;868;7;152;-9.765;0.0442;125.844;4;826
671;Celebrity Skin;Hole;1998;2.7111;66;438;9.44E-06;438;905;5.40E-05;9;363;-6.161;0.0419;134.163;4;723
672;Suck My Kiss;Red Hot Chili Peppers;1991;3.618883333;64;623;0.000617;623;936;9.86E-05;0;269;-9.955;0.0528;101.514;4;705
673;Suzie Q;Creedence Clearwater Revival;1968;8.619316667;56;435;0.0601;435;618;0.00282;4;167;-11.391;0.0324;129.911;4;695
674;Patience;Guns N' Roses;1987;5.914666667;68;457;686;457;297;0.000107;6;109;-12.511;0.0306;120.021;4;333
675;Love Me Tender - with The Royal Philharmonic Orchestra;Elvis Presley;2015;3.420433333;56;239;0.89;239;149;0.0271;9;116;-13.131;0.0326;103.667;3;105
676;Cult of Personality;Living Colour;1988;4.913766667;64;504;0.00164;504;918;2.12E-05;0;0.78;-3.463;0.0517;92.031;4;539
677;Du hast;Rammstein;1997;3.903766667;0;638;0.00437;638;918;0.0706;9;331;-6.294;0.0385;125.066;4;723
678;Corduroy - Remastered;Pearl Jam;1994;4.626433333;56;487;0.00241;487;0.93;2.82E-05;0;0.0841;-7.3;0.0632;131.304;4;134
679;Jailbreak;Thin Lizzy;1976;4.01;60;616;196;616;761;0.0025;3;374;-9.199;126;145.074;4;708
680;Gold on the Ceiling;The Black Keys;2011;3.738883333;69;505;0.00772;505;833;7.90E-05;0;69;-4.632;0.0475;130.121;4;565
681;All over You;LEISURE;2016;3.9154;55;763;162;763;355;0.00552;2;92;-8.826;0.0518;70.007;4;867
682;Don't Stand So Close To Me - Remastered 2003;Various Artists;2020;4.026666667;1;0.8;0.0535;0.8;495;0.00089;2;0.0342;-9.454;0.0623;140.319;4;527
683;Fat Lip;Sum 41;2001;2.9711;73;402;0.000579;402;914;0;9;65;-5.215;142;196.505;4;626
684;Only the Lonely;Roy Orbison;1961;2.42555;62;0.57;377;0.57;529;0.00509;5;203;-10.769;28;123.273;4;934
685;Great Balls Of Fire;Jerry Lee Lewis;1964;1.828433333;67;0.4;458;0.4;818;3.25E-06;0;132;-11.238;0.08;166.287;4;936
686;Don't Bring Me Down;Electric Light Orchestra;1979;4.056216667;72;638;144;638;867;0.000733;2;0.0846;-6.469;0.0331;115.692;4;805
687;Rape Me;Nirvana;1993;2.833333333;64;0.42;0.0141;0.42;746;0;8;0.0661;-10.628;0.0467;111.886;4;229
688;Mother;Pink Floyd;1979;5.58155;63;578;243;578;0.15;0.00707;7;0.0825;-17.335;0.0334;135.331;4;121
689;That'll Be The Day;Buddy Holly;2018;2.316433333;23;611;247;611;631;0;9;292;-8.239;0.0276;126.152;4;932
690;Going Underground;The Jam;1979;2.908433333;59;319;0.00364;319;836;1.84E-05;11;0.1;-6.706;113;180.56;4;0.94
691;Tie Your Mother Down - Remastered 2011;Queen;1976;4.778216667;47;327;94;327;886;0.000195;2;0.35;-5.6;0.0722;134.991;4;0.16
692;No Sugar Tonight / New Mother Nature;The Guess Who;1970;4.896666667;56;512;557;512;833;2.98E-05;1;0.31;-8.697;0.0448;101.188;4;519
693;American Woman;Lenny Kravitz;1998;4.409333333;63;688;0.0304;688;671;0;1;0.0782;-7.872;0.0975;83.988;4;537
694;Long Cool Woman (In a Black Dress) - 1999 Remaster;The Hollies;1971;3.32;69;757;411;757;868;0.00221;9;355;-9.326;62;138.923;4;815
695;Show Me The Way;Peter Frampton;1975;4.054433333;66;0.7;434;0.7;726;1.10E-06;2;0.0963;-7.717;0.0329;130.109;4;641
696;Hurt;Johnny Cash;2002;3.608883333;76;534;649;534;392;0.000227;9;0.0948;-7.636;0.0267;90.379;4;163
697;The Low Spark Of High-Heeled Boys;Traffic;1971;11.68733333;48;528;0.0728;528;459;0.00137;9;0.0547;-12.844;0.0291;107.73;4;0.61
698;I Want You Back;The Jackson 5;1969;2.938883333;76;469;305;469;538;0.00012;8;0.37;-13.559;0.0571;196.605;4;886
699;The Reason;Hoobastank;2004;3.88;5;447;0.0127;447;668;0;4;152;-4.683;0.0294;82.904;4;0.0695
700;Tonight, Tonight - Remastered 2012;The Smashing Pumpkins;1995;4.243766667;69;277;6.28E-05;277;0.67;751;6;237;-9.381;0.0376;148.342;4;217
701;Pictures of You - 2010 Remaster;The Cure;1989;7.474433333;58;484;0.00371;484;776;109;9;131;-6.48;0.0312;171.935;4;495
702;Family Affair - Single Version;Sly & The Family Stone;1971;3.092216667;59;819;669;819;605;0.0163;2;199;-13.83;132;108.892;4;797
703;Highway Star;Deep Purple;1972;6.141766667;59;298;0.0283;298;895;0.00574;9;305;-7.647;0.0547;173.737;4;544
704;When the Levee Breaks - Remaster;Led Zeppelin;1971;7.147516667;63;271;0.00217;271;766;0.52;5;0.0707;-8.03;0.0329;142.914;4;803
705;With A Little Help From My Friends;Joe Cocker;1969;5.202883333;70;307;288;307;0.43;0.000994;2;0.0988;-11.333;0.0629;145.224;3;305
706;Back In The U.S.S.R. - Remastered 2009;The Beatles;1968;2.724216667;67;0.48;69;0.48;969;0.00022;9;0.0608;-7.464;0.0854;142.489;4;494
707;Funeral For A Friend / Love Lies Bleeding - Remastered 2014;Elton John;1973;11.10951667;54;403;0.0221;403;764;0.17;9;245;-8.554;0.0451;138.725;4;196
708;Can't You Hear Me Knocking - 2009 Mix;The Rolling Stones;1971;7.266666667;65;545;408;545;757;45;0;0.16;-5.228;0.0396;152.217;4;714
709;Love Reign O'er Me;The Who;1973;5.794433333;43;293;198;293;727;0.0576;1;133;-9.495;69;116.895;4;232
710;Time Has Come Today;The Chambers Brothers;1996;4.848883333;51;528;0.0252;528;514;0.0894;2;0.0725;-11.909;133;122.872;4;0.44
711;Hold the Line;TOTO;1978;3.925766667;76;473;0.00783;473;898;0.0618;6;173;-4.797;0.0561;96.556;4;808
712;(Everything I Do) I Do It For You;Bryan Adams;1991;6.560666667;76;533;0.0805;533;0.36;1.03E-05;1;0.0631;-12.633;0.0282;131.229;4;299
713;Cherub Rock - Remastered 2011;The Smashing Pumpkins;1993;4.970883333;62;371;5.91E-06;371;866;0.58;9;196;-7.426;39;87.254;4;447
714;Rock And Roll Music;Chuck Berry;1958;2.52955;50;529;418;529;768;0.000947;8;0.0655;-6.201;0.0446;165.225;4;871
715;Walk This Way (feat. Aerosmith);Run–D.M.C.;1986;5.162666667;70;759;0.00796;759;578;8.18E-05;6;0.0605;-12.56;0.0468;105.598;4;944
716;Headstrong;Trapt;2002;4.759483333;74;492;0.000172;492;896;2.78E-06;4;189;-5.819;117;184.981;4;534
717;Good Golly Miss Molly;Little Richard;2008;2.1231;52;558;481;558;873;0.000215;7;395;-9.129;0.0444;166.165;4;967
718;Everything Zen - Remastered;Bush;1994;4.63555;50;0.48;0.000316;0.48;848;0.00523;0;152;-4.44;0.0455;134.227;4;354
719;Here I Go Again - 2018 Remaster;Whitesnake;1987;4.589916667;71;292;0.0117;292;823;7.79E-05;7;155;-6.763;0.0407;89.939;4;244
720;For Your Love - 2015 Remaster;The Yardbirds;1965;2.510433333;57;288;0.24;288;0.62;0;2;0.0882;-10.103;0.0428;94.445;4;617
721;Learning To Fly;Tom Petty and the Heartbreakers;1991;4.0351;70;651;206;651;766;0.00103;0;362;-9.935;0.0299;116.74;4;949
722;What I've Done;Linkin Park;2007;3.426883333;77;623;0.0141;623;0.93;1.64E-06;5;138;-5.285;0.0324;120.119;4;287
723;Lake Of Fire;Nirvana;1994;2.932883333;66;541;277;541;618;4.02E-05;1;413;-9.652;179;145.464;4;0.68
724;Head Like A Hole;Nine Inch Nails;1989;4.994;61;663;0.00787;663;792;0.00183;9;582;-11.255;0.0456;115.386;4;443
725;There Is a Light That Never Goes Out - 2011 Remaster;The Smiths;1986;4.076433333;74;523;0.04;523;769;0;4;136;-5.855;0.0269;136.162;4;876
726;Cortez the Killer;The Crazy Horses;2013;5.97155;0;551;0.000649;551;591;0.00017;4;117;-5.752;0.0287;120.147;4;489
727;Peace of Mind;Boston;1976;5.059766667;69;421;0.000989;421;677;9.65E-05;4;211;-6.183;0.0343;127.67;4;683
728;Welcome to the Machine;Pink Floyd;1975;7.528;61;382;0.52;382;0.36;171;0;0.0747;-12.442;0.0365;133.273;4;0.0362
729;Glory Days;Bruce Springsteen;1984;4.24555;69;574;0.0457;574;0.96;0;9;121;-4.906;32;117.486;4;978
730;Running Up That Hill (A Deal With God) - 2018 Remaster;Kate Bush;1985;5.014;58;625;659;625;533;0.00266;10;0.0546;-11.903;0.0596;108.296;4;139
731;New Divide;Various Artists;2009;4.476883333;69;493;0.000235;493;808;0;5;0.0983;-3.365;0.0362;117.971;4;0.38
732;Not Fade Away;Buddy Holly;1974;2.361766667;18;808;718;808;421;0;9;137;-14.516;0.0424;96.216;4;882
733;Bo Diddley;Bo Diddley;1958;2.48355;51;809;176;809;701;0;0;184;-12.484;0.0574;105.696;4;563
734;96 Tears;Various Artists;1964;2.9571;42;681;0.0589;681;499;6.39E-06;7;0.0743;-6.894;34;123.458;4;841
735;Rock 'n' Roll Fantasy - 2009 Remaster;Bad Company;1979;3.2911;55;606;0.0261;606;716;5.82E-06;2;0.13;-5.47;0.0285;112.299;4;868
736;Hemorrhage (In My Hands);Fuel;2000;3.947766667;49;313;0.000127;313;831;0.000341;1;0.24;-3.894;0.0404;152.034;4;332
737;These Days;Foo Fighters;2011;4.9711;64;531;0.000261;531;664;0;2;205;-4.428;0.0304;135.3;4;215
738;Mystery Train;Elvis Presley;1959;2.415766667;52;699;587;699;514;29;4;0.22;-12.61;0.0315;120.758;4;0.63
739;Desolation Row;Bob Dylan;1965;11.35666667;50;432;673;432;605;0;4;129;-6.941;0.0306;109.227;4;647
740;You Spin Me Round (Like a Record);Dead Or Alive;1985;3.327766667;73;567;0.0308;567;943;0.0966;6;544;-7.992;0.0387;128.207;4;965
741;Angels;Robbie Williams;1997;4.416666667;73;429;156;429;594;4.95E-06;4;0.1;-6.251;0.0277;150.22;4;236
742;Breed;Nirvana;1991;3.067333333;59;262;3.69E-06;262;969;0.00213;4;133;-4.675;0.0894;158.433;4;263
743;Slow Ride;Foghat;1975;3.87555;66;493;0.0202;493;586;0.00106;2;102;-13.916;46;113.618;4;656
744;Don't You Want Me;The Human League;1981;3.948666667;74;731;184;731;738;0;9;214;-8.125;0.0377;117.656;4;958
745;Walk Like an Egyptian;The Bangles;2004;3.411766667;64;724;0.00344;724;891;4.66E-05;11;0.3;-7.818;0.0995;103.022;4;819
746;Try a Little Tenderness;Otis Redding;1966;3.362216667;64;587;186;587;133;2.26E-05;9;258;-15.151;0.0565;102.938;4;68
747;Levon;Elton John;1971;5.368883333;55;305;0.15;305;594;0.000303;5;0.39;-10.499;0.0447;145.77;4;426
748;Testify;Rage Against The Machine;1999;3.502216667;67;0.47;0.0261;0.47;978;1.09E-05;7;356;-5.399;0.0727;117.906;4;503
749;Heartbreak Hotel;Elvis Presley;1958;2.126;61;696;0.84;696;0.21;1.62E-06;4;107;-11.922;67;93.543;4;717
750;Crazy - Single Version;Patsy Cline;1961;2.742883333;66;471;931;471;21;1.19E-06;10;103;-24.385;0.0366;107.765;3;356
751;Synchronicity II;The Police;1983;5.007766667;55;414;0.0675;414;851;0.0047;2;333;-8.714;0.0413;158.907;4;567
752;Run To You;Bryan Adams;1984;3.887833333;65;561;0.00515;561;811;3.60E-05;4;287;-6.157;0.0265;126.593;4;635
753;Whip It;DEVO;1980;2.68555;65;0.78;0.0744;0.78;869;4;9;0.0621;-7.255;0.0517;157.902;4;957
754;Houses of the Holy - Rough Mix with Overdubs;Led Zeppelin;1975;3.8631;50;605;467;605;691;742;9;441;-10.57;0.0337;123.288;4;965
755;Runaway;Del Shannon;1961;2.288433333;61;594;153;594;533;1.49E-05;10;172;-7.993;0.0438;78.552;4;729
756;Vasoline - 2019 Remaster;Stone Temple Pilots;1994;2.942433333;62;295;0.00147;295;977;0.000187;10;0.0887;-7.086;88;168.672;4;353
757;Badge;Cream;1969;2.7451;51;596;449;596;575;0.000104;4;0.0839;-14.254;0.04;107.573;4;745
758;The Times They Are A-Changin';Bob Dylan;1964;3.200883333;69;389;887;389;396;0;7;0.0828;-7.999;0.0332;171.86;3;585
759;Alison;Elvis Costello;1977;3.408883333;59;557;739;557;0.32;3.99E-05;1;112;-10.792;0.0438;176.647;4;377
760;Ghost Town;The Specials;2000;3.6551;63;665;0.0492;665;766;338;10;113;-9.454;0.0505;73.683;4;905
761;Closer To The Heart;Rush;1977;2.866;58;373;115;373;809;1.94E-06;2;653;-9.189;0.0744;145.045;1;539
762;I'm Not In Love;10cc;1975;6.110666667;70;404;685;404;523;0.000498;4;282;-15.7;0.0575;133.738;4;164
763;My Best Friend's Girl;The Cars;1978;3.720883333;65;799;0.0811;799;608;0.0137;5;102;-8.193;0.0411;121.915;4;963
764;Summertime Blues;Eddie Cochran;1960;1.989333333;63;714;116;714;886;184;11;0.18;-8.629;0.0554;156.351;4;954
765;Positively 4th Street - Single Version;Bob Dylan;2014;4.1311;53;556;817;556;463;0;6;116;-10.79;0.0268;109.586;4;764
766;Fire Woman;The Cult;1989;5.183766667;60;495;0.000272;495;798;0.000922;7;234;-9.173;0.0387;132.007;4;461
767;I Wanna Rock;Twisted Sister;1984;2.996;70;504;0.00512;504;911;0.0123;2;355;-2.97;0.0738;106.244;4;671
768;Sex & Candy;Marcy Playground;1997;2.89155;67;0.67;238;0.67;558;0;2;106;-9.159;0.0251;80.511;4;0.63
769;Burden In My Hand;Soundgarden;1996;4.8351;61;319;0.00534;319;803;0.0126;10;177;-8.928;0.0394;183.031;4;589
770;Dr. Feelgood;Mötley Crüe;1989;4.836433333;69;0.53;0.000837;0.53;952;0.0119;2;262;-5.105;0.0577;110.98;4;433
771;Higher Ground - Remastered;Red Hot Chili Peppers;1989;3.36755;66;476;0.0014;476;979;0.00729;4;0.0944;-3.506;132;140.404;4;416
772;Southern Man;Neil Young;1970;5.51955;54;373;392;373;571;0.0476;7;126;-9.186;0.0334;161.874;3;656
773;Rise Above This;Seether;2013;3.413683333;40;515;0.0109;515;833;1.07E-06;1;0.0741;-3.014;0.0328;120.005;4;254
774;Rosalita (Come Out Tonight);Bruce Springsteen;1973;7.014;54;283;0.0305;283;938;0.000159;5;0.25;-5.664;0.0807;154.235;4;741
775;You're My Best Friend - Remastered 2011;Queen;1975;2.846666667;60;518;158;518;761;0.00765;0;0.0715;-7.025;0.0452;118.738;4;576
776;"I Feel Love - 12"" Version";Donna Summer;1979;8.2531;0;681;79;681;0.81;0.64;5;0.0934;-14.046;0.04;128.129;4;961
777;Good Times Bad Times - 1993 Remaster;Led Zeppelin;1969;2.7711;69;476;0.0382;476;717;7.61E-05;9;0.0818;-9.192;0.0949;93.584;4;753
778;Dancing In The Street - Stereo;Martha Reeves & The Vandellas;1965;2.753766667;68;556;0.0118;556;0.57;0.000526;2;198;-9.472;0.0393;126.01;4;304
779;Fast Car;Tracy Chapman;1988;4.946666667;78;711;313;711;292;0;4;131;-15.523;37;103.951;4;194
780;Can't Find My Way Home;Blind Faith;1969;3.268883333;58;519;887;519;337;0.0113;2;0.13;-15.215;0.0333;87.926;4;523
781;Mama, I'm Coming Home;Ozzy Osbourne;1991;4.197766667;69;282;0.0105;282;656;0;8;0.0892;-6.557;0.0302;139.352;4;242
782;Dude (Looks Like A Lady);Aerosmith;1987;4.42955;71;0.54;435;0.54;982;3.37E-05;4;0.0457;-2.962;0.0458;126.294;4;0.91
783;Teenage Kicks;The Undertones;1979;2.474666667;60;415;0.0011;415;782;0;2;0.14;-6.745;0.0461;135.029;4;564
784;The Night They Drove Old Dixie Down - Remastered 2000;The Band;1969;3.554433333;43;507;453;507;493;0;0;241;-8.786;0.0327;127.671;4;467
785;I Can't Dance - 2007 Remaster;Genesis;1991;4.022666667;54;914;499;914;528;4.38E-06;3;0.0454;-9.114;0.0508;107.557;4;898
786;When a Man Loves a Woman;Percy Sledge;1966;2.897766667;67;516;0.13;516;0.15;0.0755;1;122;-20.41;0.0272;97.398;3;206
787;Zero - Remastered 2012;The Smashing Pumpkins;1995;2.66955;63;438;3.49E-05;438;728;0.57;8;0.0509;-7.105;0.0458;128.04;4;701
788;Wuthering Heights;Kate Bush;1978;4.484433333;70;481;366;481;392;0.0452;1;124;-11.381;0.0312;124.572;4;0.52
789;Please Please Me - Remastered 2009;The Beatles;1963;2.014216667;61;527;334;527;0.48;0;4;0.0702;-9.61;28;139.388;4;706
790;That's Entertainment;The Jam;1980;3.546433333;61;567;211;567;653;0.000489;0;0.0639;-11.524;0.0336;142.218;4;0.78
791;Weather With You;Crowded House;1991;3.7411;70;643;0.25;643;614;7.17E-06;2;214;-12.878;0.0279;93.982;4;891
792;Minority;Green Day;2000;2.803766667;60;551;0.00576;551;965;0;0;171;-2.772;0.0452;137.841;4;708
793;Son Of A Preacher Man;Dusty Springfield;1969;2.46755;72;404;538;404;0.43;0;4;0.0802;-12.327;224;180.061;4;641
794;Two Princes;Spin Doctors;1991;4.278883333;70;543;0.00162;543;912;2.10E-06;7;0.0565;-10.71;0.0601;103.731;4;836
795;The Long And Winding Road - Remastered 2009;The Beatles;1970;3.636433333;63;299;756;299;329;0.0105;3;0.0559;-10.096;0.0279;132.282;4;392
796;Roll Over Beethoven;Chuck Berry;1959;2.41;0;707;0.83;707;0.78;0;3;199;-10.142;235;92.653;4;808
797;I Will Survive - Single Version;Gloria Gaynor;2000;3.3011;71;777;0.0131;777;725;0.00805;0;246;-8.681;0.05;116.669;4;529
798;Brother Down;Sam Roberts Band;2003;4.405766667;31;556;292;556;932;0.000364;0;557;-3.947;32;98.549;4;865
799;Renegade;Styx;1978;4.2871;69;492;0.0151;492;552;3.74E-05;7;0.0723;-12.321;0.0341;105.623;4;655
800;Gone Away;The Offspring;1997;4.480433333;65;0.45;12;0.45;945;0.00687;3;0.0683;-3.995;0.0806;111.342;4;294
801;Wicked Game;Chris Isaak;2006;4.781333333;70;667;744;667;548;0.0122;9;0.0946;-7.802;0.0262;112.549;4;0.29
802;Stay With Me;Faces;1971;4.656;65;458;0.0969;458;869;0.0596;9;357;-8.381;32;91.39;4;813
803;Relax;Frankie Goes To Hollywood;1984;3.946666667;71;676;326;676;695;1.09E-05;11;0.0462;-13.395;0.0392;114.93;4;691
804;New World Man;Rush;1982;3.705333333;46;522;185;522;812;182;2;0.0878;-9.651;0.0383;157.912;4;864
805;You Get What You Give;New Radicals;1998;5.012883333;73;621;0.17;621;901;0;2;0.0875;-5.396;0.0302;113.967;4;744
806;Baby, I Love Your Way;Peter Frampton;2016;5.162666667;53;749;614;749;246;0.000138;0;0.0967;-12.847;0.0383;132.153;4;308
807;Breakout;Foo Fighters;1999;3.346666667;60;421;5.18E-05;421;938;0.00291;11;124;-4.212;0.0522;156.794;4;427
808;I Saw Her Standing There - Remastered 2009;The Beatles;1963;2.8991;68;491;0.27;491;801;0;4;0.0665;-9.835;0.0361;160.109;4;971
809;Snow (Hey Oh);Red Hot Chili Peppers;2006;5.577766667;79;427;116;427;0.9;1.75E-05;11;119;-3.674;0.0499;104.655;4;599
810;Where Is My Mind?;Pixies;1988;3.94955;77;518;0.0157;518;436;0.000621;4;79;-14.134;0.0349;80.88;4;0.27
811;Doesn't Remind Me;Audioslave;2005;4.25;65;457;169;457;768;0;9;103;-3.592;0.0378;99.739;4;232
812;Shake, Rattle and Roll;Big Joe Turner;2007;2.993766667;46;612;788;612;584;3.13E-06;8;193;-6.296;0.0623;154.704;4;845
813;Stranglehold;Ted Nugent;1975;8.384433333;69;484;0.0183;484;711;173;2;0.0941;-7.784;0.0331;148.189;4;0.49
814;Blue Suede Shoes;Carl Perkins;1957;2.24075;55;548;448;548;675;8.53E-05;4;297;-7.318;0.0364;168.891;4;965
815;Ain't No Rest for the Wicked;Cage The Elephant;2009;2.924883333;74;634;0.0438;634;849;0;0;363;-7.075;105;156.004;4;919
816;Shattered - Remastered;The Rolling Stones;1978;3.78;53;738;415;738;952;2.20E-05;4;116;-2.752;147;140.395;4;748
817;Bodies;Drowning Pool;2001;3.366;73;656;0.00347;656;932;0.00147;4;144;-3.405;0.0708;130.936;4;544
818;Animal (Remastered);Pearl Jam;1993;2.792;54;493;7.52E-05;493;955;3.11E-06;7;0.0495;-4.985;0.0628;106.088;4;473
819;That's All Right;Elvis Presley;1959;1.921333333;49;655;808;655;405;1.33E-06;2;116;-9.825;36;105.272;4;696
820;Crocodile Rock;Elton John;1973;3.924;71;621;0.0263;621;0.8;1.51E-05;4;0.0591;-7.284;0.0344;149.91;4;968
821;Goodbye Stranger - 2010 Remastered;Supertramp;1979;5.842883333;66;0.42;607;0.42;668;16;1;0.0585;-7.35;0.0517;125.391;4;338
822;Turn The Page;Metallica;1998;6.107766667;64;426;1.94E-05;426;813;22;8;0.0937;-3.963;0.0318;149.013;4;228
823;Outside;Staind;2001;4.88555;59;515;0.00844;515;594;0.00658;1;0.0752;-4.708;0.0262;146.564;4;218
824;I Am the Resurrection - Remastered;The Stone Roses;1989;8.215766667;57;356;0.00192;356;866;113;4;0.0815;-6.324;0.0411;129.743;4;723
825;The Unforgiven II;Metallica;1997;6.607333333;56;0.49;0.000514;0.49;884;0.00177;8;0.27;-4.533;0.0428;132.978;4;254
826;Teen Age Riot (Album Version);Sonic Youth;1988;6.963333333;64;286;0.000277;286;907;202;7;0.0837;-9.67;0.0374;156.395;4;746
827;Devils Haircut;Beck;1996;3.21555;51;686;175;686;729;0.000833;7;137;-4.848;0.0298;123.546;4;0.79
828;Shadow of the Day;Linkin Park;2007;4.839333333;66;534;0.00479;534;393;0.0107;11;107;-7.813;0.0292;110.007;4;0.0641
829;Pepper;Butthole Surfers;1996;4.954433333;65;631;0.00589;631;804;0.00116;7;0.16;-5.492;166;79.898;4;671
830;Dance the Night Away - 2015 Remaster;Van Halen;1979;3.134716667;64;548;0.0373;548;843;1.26E-06;8;0.0536;-7.32;0.0597;129.661;4;719
831;Hollywood Nights;Bob Seger;1978;5.043766667;61;529;0.00506;529;968;0.00034;9;201;-5.198;0.0503;150.326;4;751
832;Detroit Rock City;KISS;1978;3.598883333;69;546;0.0421;546;0.9;4.57E-05;5;292;-6.728;0.0691;90.591;4;447
833;Desperado - 2013 Remaster;Eagles;1973;3.561866667;68;228;946;228;224;0.000222;7;273;-12.749;0.0311;60.3;4;0.18
834;Cemetery Gates;Pantera;1990;7.048883333;66;274;0.000212;274;726;0.0113;9;0.0993;-11.541;0.0449;146.449;4;426
835;Fall to Pieces;Velvet Revolver;2004;4.520666667;63;464;0.000429;464;887;333;6;126;-4.65;0.0499;132.759;4;0.23
836;Ain't That A Shame;Fats Domino;1959;2.536666667;58;486;767;486;501;7.60E-05;4;0.0679;-8.57;0.0326;122.894;4;942
837;She's Not There;The Zombies;1965;2.42155;63;523;579;523;803;0;4;0.0948;-5.189;45;132.316;4;898
838;Gotta Get Away;The Offspring;2005;3.863766667;56;528;0.000867;528;867;0.000139;4;0.0962;-4.298;0.0616;132.758;4;607
839;Waiting Room;Fugazi;1989;2.887766667;64;616;0.00401;616;727;0.86;1;157;-8.176;0.0365;92.259;4;0.54
840;Let's Go - Live;The Cars;2020;3.599533333;8;275;0.0301;275;846;639;2;964;-12.788;0.0613;136.759;4;327
841;There She Goes;The La's;1990;2.7031;68;533;13;533;761;829;7;207;-10.632;0.0298;122.777;4;917
842;Leader Of The Pack;The Shangri-Las;1996;2.85555;53;423;708;423;0.55;0;0;682;-8.738;0.0975;119.702;4;313
843;Don't Dream It's Over;Crowded House;1986;3.948883333;72;439;0.0148;439;422;4.84E-05;8;0.0697;-17.227;0.0409;81.833;4;551
844;Prince Ali;Various Artists;2019;3.494433333;65;409;0.0574;409;765;0;10;0.0922;-5.674;104;97.383;4;365
845;Eminence Front;The Who;1982;5.670666667;54;694;222;694;788;554;5;0.0372;-9.679;0.0299;98.089;4;569
846;(What's So Funny 'Bout) Peace, Love And Understanding;Elvis Costello & The Attractions;1979;3.539766667;51;375;0.00118;375;948;0.00818;7;408;-7.029;0.0709;141.629;4;482
847;(Oh) Pretty Woman - 2015 Remaster;Van Halen;1982;2.877833333;58;441;192;441;0.97;1.68E-06;1;312;-2.1;0.0708;128.289;4;0.5
848;After Midnight;Eric Clapton;1970;2.850216667;44;617;0.0985;617;664;0;0;203;-11.701;0.0345;127.021;4;931
849;Don't Look Back In Anger - Remastered;Oasis;1995;4.825983333;32;333;0.0596;333;922;2.05E-06;0;126;-4.087;0.0592;162.978;4;335
850;Blueberry Hill - Remastered 2002;Fats Domino;2007;2.390666667;54;479;849;479;506;2.69E-05;11;0.25;-8.175;0.0272;136.662;3;0.83
851;Why Do Fools Fall in Love;Frankie Lymon & The Teenagers;2005;2.327766667;56;388;0.51;388;532;3.06E-06;1;0.0974;-8.685;102;173.586;4;845
852;Come Sail Away;Styx;1977;6.116666667;67;324;99;324;335;1.08E-06;0;0.0995;-15.595;0.0355;119.513;4;141
853;Rocks;Primal Scream;1994;3.602666667;60;618;0.000247;618;855;0.00284;7;0.0318;-4.164;0.0376;127.671;4;935
854;Search & Destroy - Detroit Rehearsals Spring 1973;The Stooges;2010;3.834666667;39;269;692;269;684;827;7;154;-13.203;0.0589;155.482;4;0.53
